experiment_id,coagulant_dose_mg_l,ph,contact_time_min,temperature_c,mixing_speed_rpm,turbidity_removal_percent,source
WAT-00288,47.2994,9.197,115.9905,15.7878,223.1816,31.2945,synthetic_prototype_v1
WAT-00289,75.7929,5.1059,10.5325,28.3948,80.4962,34.9001,synthetic_prototype_v1
WAT-00290,54.3572,4.1744,83.551,26.0307,177.6964,30.0,synthetic_prototype_v1
WAT-00291,54.8888,5.6593,22.3178,20.3341,129.2411,53.7229,synthetic_prototype_v1
WAT-00292,89.5518,7.1405,70.4549,15.4635,217.0485,33.3012,synthetic_prototype_v1
WAT-00293,71.4787,6.6762,85.0447,38.759,116.9027,48.2118,synthetic_prototype_v1
WAT-00294,27.9736,6.4637,60.1303,9.977,126.3734,70.3045,synthetic_prototype_v1
WAT-00295,35.4467,5.4428,57.1279,7.3644,268.4239,31.6054,synthetic_prototype_v1
WAT-00296,43.0703,6.1717,102.1525,18.4516,63.791,57.3903,synthetic_prototype_v1
WAT-00297,67.6452,8.1906,52.917,13.9723,68.2668,38.3886,synthetic_prototype_v1
WAT-00298,66.8255,7.9102,117.9536,30.5968,149.0953,46.9922,synthetic_prototype_v1
WAT-00299,17.8286,7.1845,51.8936,28.358,159.7147,53.7704,synthetic_prototype_v1
WAT-00300,79.7578,8.8835,34.684,25.3434,247.5197,30.0,synthetic_prototype_v1
WAT-00301,98.3037,5.0669,34.766,6.7445,153.286,34.3454,synthetic_prototype_v1
WAT-00302,33.5901,5.7269,49.2514,11.8351,171.5406,55.1697,synthetic_prototype_v1
WAT-00303,66.6692,7.6048,59.0488,24.378,184.076,41.9438,synthetic_prototype_v1
WAT-00304,49.3385,7.3622,20.828,32.6596,77.8627,59.6387,synthetic_prototype_v1
WAT-00305,30.4681,6.9059,11.9974,37.4794,98.9986,64.7218,synthetic_prototype_v1
WAT-00306,44.3636,5.9388,98.7556,38.8427,207.5464,46.8554,synthetic_prototype_v1
WAT-00307,72.9637,4.1698,88.6405,5.0791,196.0344,30.0,synthetic_prototype_v1
WAT-00308,50.1133,4.6442,109.4248,26.4418,150.423,30.6979,synthetic_prototype_v1
WAT-00309,16.4623,7.5531,26.9098,16.7306,169.5322,42.6089,synthetic_prototype_v1
WAT-00310,19.3139,7.5912,48.9815,35.8925,284.5744,30.0,synthetic_prototype_v1
WAT-00311,44.9599,5.9778,18.9836,13.3585,120.5894,66.1029,synthetic_prototype_v1
WAT-00312,36.7641,4.1359,84.7109,27.2382,277.8452,30.0,synthetic_prototype_v1
WAT-00313,66.9958,7.5387,110.2533,17.466,299.6307,30.0,synthetic_prototype_v1
WAT-00314,41.143,6.1111,61.7812,5.0,87.4456,63.0408,synthetic_prototype_v1
WAT-00315,64.9142,8.2138,67.954,25.841,99.7306,44.2387,synthetic_prototype_v1
WAT-00316,34.051,9.9895,83.3111,28.4628,226.3143,30.0,synthetic_prototype_v1
WAT-00317,29.0981,8.9297,24.9901,35.2633,236.77,30.0,synthetic_prototype_v1
WAT-00318,34.5516,7.6125,9.8428,28.8801,103.9945,57.1002,synthetic_prototype_v1
WAT-00319,28.0359,4.2323,57.6655,32.9708,107.575,30.6131,synthetic_prototype_v1
WAT-00320,72.1579,7.1199,53.6996,17.4423,117.5621,42.7779,synthetic_prototype_v1
WAT-00321,51.1929,8.7241,26.4973,16.1608,142.1274,46.2974,synthetic_prototype_v1
WAT-00322,18.5857,6.9279,35.5172,31.0461,249.9644,30.0,synthetic_prototype_v1
WAT-00323,84.0647,5.7463,57.9875,8.7475,186.1951,36.6952,synthetic_prototype_v1
WAT-00324,46.4187,8.3662,20.6515,20.8591,159.7178,45.9636,synthetic_prototype_v1
WAT-00325,40.0809,6.8439,109.6474,30.441,298.0499,30.7153,synthetic_prototype_v1
WAT-00326,89.2083,5.1725,16.1795,18.759,128.1046,35.5714,synthetic_prototype_v1
WAT-00327,16.773,6.1191,51.5115,27.0103,189.6382,43.8488,synthetic_prototype_v1
WAT-00328,49.1763,8.9206,86.2795,20.6927,274.539,30.2584,synthetic_prototype_v1
WAT-00329,90.7365,5.2829,35.5842,11.76,65.141,30.9428,synthetic_prototype_v1
WAT-00330,88.133,4.1397,41.6693,9.9468,275.2603,30.754,synthetic_prototype_v1
WAT-00331,5.3807,7.9531,92.4079,10.408,204.0467,35.1165,synthetic_prototype_v1
WAT-00332,31.6852,6.6299,118.8235,19.3097,294.4818,32.5393,synthetic_prototype_v1
WAT-00333,39.8278,4.4598,45.4293,16.7014,200.7228,30.0,synthetic_prototype_v1
WAT-00334,31.4351,6.6494,120.0,17.164,136.8898,77.2066,synthetic_prototype_v1
WAT-00335,19.6489,7.2399,50.8174,18.863,144.4272,57.3203,synthetic_prototype_v1
WAT-00336,53.9377,6.6832,30.5374,12.8565,263.2759,31.3815,synthetic_prototype_v1
WAT-00337,78.5605,5.9227,81.1609,29.0844,112.2809,36.9615,synthetic_prototype_v1
WAT-00338,48.5633,4.91,96.9386,13.7325,221.5857,31.0356,synthetic_prototype_v1
WAT-00339,82.574,7.9652,25.4983,25.1998,224.467,33.1077,synthetic_prototype_v1
WAT-00340,82.7316,5.9134,68.1821,34.121,64.9045,34.6591,synthetic_prototype_v1
WAT-00341,64.7501,6.6005,25.3934,23.3667,118.498,52.8797,synthetic_prototype_v1
WAT-00342,46.4834,7.8953,55.1043,34.9612,248.0952,32.6529,synthetic_prototype_v1
WAT-00343,91.4075,9.202,86.3999,30.3106,162.7713,30.7401,synthetic_prototype_v1
WAT-00344,11.5683,5.1272,35.8291,6.6203,228.7733,30.6674,synthetic_prototype_v1
WAT-00345,90.0729,5.2566,67.8839,36.6101,130.6942,34.2575,synthetic_prototype_v1
WAT-00346,37.2072,7.616,68.2646,9.6303,58.7361,51.2244,synthetic_prototype_v1
WAT-00347,37.4334,6.1226,40.0318,5.0,105.709,72.6647,synthetic_prototype_v1
WAT-00348,16.4105,8.4682,16.0283,27.8629,67.6016,41.5203,synthetic_prototype_v1
WAT-00349,46.433,8.261,66.241,27.8107,145.5337,58.7337,synthetic_prototype_v1
WAT-00350,35.5266,5.6878,58.7762,18.9378,97.9035,62.7148,synthetic_prototype_v1
WAT-00351,9.9364,9.8877,81.2724,7.2784,177.6174,30.5986,synthetic_prototype_v1
WAT-00352,54.0283,5.3382,10.2828,14.265,247.5117,33.0151,synthetic_prototype_v1
WAT-00353,40.9402,4.6809,17.1694,38.667,65.1068,30.0,synthetic_prototype_v1
WAT-00354,61.137,5.6323,46.1482,26.8001,89.2678,46.2923,synthetic_prototype_v1
WAT-00355,17.4597,5.9297,22.7932,12.9388,273.397,30.3902,synthetic_prototype_v1
WAT-00356,42.0308,5.9205,34.9853,16.691,118.9933,70.8964,synthetic_prototype_v1
WAT-00357,11.3808,7.9878,40.8292,5.6726,214.3264,35.1886,synthetic_prototype_v1
WAT-00358,41.7744,6.44,52.47,5.0,106.5852,75.3384,synthetic_prototype_v1
WAT-00359,18.6678,4.6255,90.0935,31.4578,244.4805,30.0,synthetic_prototype_v1
WAT-00360,65.0047,7.552,10.6274,7.2145,235.7602,30.0,synthetic_prototype_v1
WAT-00361,66.9129,6.5924,28.4022,18.8005,76.6998,45.5736,synthetic_prototype_v1
WAT-00362,10.7599,6.5499,99.1784,22.4814,179.1021,43.6126,synthetic_prototype_v1
WAT-00363,92.2882,5.8882,84.854,19.5426,256.9103,30.0,synthetic_prototype_v1
WAT-00364,48.597,6.3666,74.2401,11.8905,181.7731,55.1859,synthetic_prototype_v1
WAT-00365,42.3507,6.1641,76.0472,14.2646,132.174,78.0757,synthetic_prototype_v1
WAT-00366,6.6785,5.6538,95.2987,33.9434,98.3724,39.8624,synthetic_prototype_v1
WAT-00367,35.468,7.139,23.4534,12.7918,115.7527,75.0865,synthetic_prototype_v1
WAT-00368,21.148,9.2081,95.8099,38.5637,132.321,31.4754,synthetic_prototype_v1
WAT-00369,94.8244,8.9193,71.1657,18.3536,212.9176,30.1963,synthetic_prototype_v1
WAT-00370,15.6901,7.9592,14.6779,30.8092,169.8778,40.7212,synthetic_prototype_v1
WAT-00371,18.4516,8.962,83.207,34.1194,284.3098,31.3738,synthetic_prototype_v1
WAT-00372,60.3323,6.5255,24.6117,17.6342,154.4002,50.9705,synthetic_prototype_v1
WAT-00373,40.1141,6.2347,18.7603,17.8481,121.506,71.8292,synthetic_prototype_v1
WAT-00374,69.7528,6.9956,39.6173,8.6021,88.3386,42.5249,synthetic_prototype_v1
WAT-00375,7.9348,9.0403,40.5315,33.5551,70.787,31.1052,synthetic_prototype_v1
WAT-00376,11.3078,8.804,40.1148,37.2292,69.7374,36.8141,synthetic_prototype_v1
WAT-00377,44.8309,4.0425,30.3117,23.7977,234.9645,30.0,synthetic_prototype_v1
WAT-00378,32.6372,4.9707,21.7138,27.2947,192.2335,37.2415,synthetic_prototype_v1
WAT-00379,48.372,4.6556,80.8179,18.5051,108.9491,31.4842,synthetic_prototype_v1
WAT-00380,49.2948,6.496,56.8069,15.637,143.6848,76.0163,synthetic_prototype_v1
WAT-00381,38.0138,6.3317,5.8591,24.5579,89.0445,60.6251,synthetic_prototype_v1
WAT-00382,17.4346,5.4999,6.935,32.1843,263.7324,31.2079,synthetic_prototype_v1
WAT-00383,33.1485,4.4177,92.1994,13.3903,284.5117,32.4572,synthetic_prototype_v1
WAT-00384,32.3048,8.0974,33.8042,19.8173,194.7132,41.6507,synthetic_prototype_v1
WAT-00385,75.945,9.6097,57.3861,28.3146,84.726,31.6281,synthetic_prototype_v1
WAT-00386,66.1672,6.957,115.7098,29.5492,82.4865,46.3867,synthetic_prototype_v1
WAT-00387,47.9985,5.6897,9.8693,5.0,125.8288,56.984,synthetic_prototype_v1
WAT-00388,36.1943,4.9663,54.3837,29.8675,58.6783,37.9941,synthetic_prototype_v1
WAT-00389,92.4633,8.8043,88.7239,13.089,112.9252,34.2014,synthetic_prototype_v1
WAT-00390,39.7324,5.8068,38.1094,12.3277,50.0,47.8808,synthetic_prototype_v1
WAT-00391,71.3215,5.5233,53.3844,37.3356,128.2228,38.7497,synthetic_prototype_v1
WAT-00392,66.2578,7.6016,111.7807,29.7236,56.6856,41.7905,synthetic_prototype_v1
WAT-00393,34.1725,6.6886,22.1627,26.3237,91.0561,69.9108,synthetic_prototype_v1
WAT-00394,32.4331,7.3621,12.357,26.7943,129.6083,67.4686,synthetic_prototype_v1
WAT-00395,35.6716,7.7179,18.5645,15.8439,118.5237,65.6378,synthetic_prototype_v1
WAT-00396,39.9927,4.7378,30.7304,23.2977,181.4133,30.2063,synthetic_prototype_v1
WAT-00397,38.8305,5.9203,43.6559,20.3931,194.087,49.0535,synthetic_prototype_v1
WAT-00398,62.5862,5.8852,35.313,12.0784,139.4884,49.382,synthetic_prototype_v1
WAT-00399,69.8459,7.5733,57.2631,38.0325,208.3392,35.4488,synthetic_prototype_v1
WAT-00400,69.6398,5.8295,58.9862,34.5971,267.439,30.0,synthetic_prototype_v1
WAT-00401,26.8375,6.9078,14.659,13.1015,73.7482,58.2632,synthetic_prototype_v1
WAT-00402,25.7914,5.7965,97.5169,13.3612,53.9856,42.5255,synthetic_prototype_v1
WAT-00403,92.9402,5.6493,88.2568,32.7463,154.9346,30.2668,synthetic_prototype_v1
WAT-00404,53.3487,7.5932,99.1274,8.1569,230.2636,33.2537,synthetic_prototype_v1
WAT-00405,8.8241,5.9235,27.4817,32.153,253.8635,30.9368,synthetic_prototype_v1
WAT-00406,6.6945,6.2303,113.554,7.9225,186.9456,36.3347,synthetic_prototype_v1
WAT-00407,20.6377,8.5245,79.7744,32.2975,254.4916,30.0,synthetic_prototype_v1
WAT-00408,33.2025,9.2736,106.2064,5.5228,192.3605,30.0,synthetic_prototype_v1
WAT-00409,14.4954,8.4777,48.409,20.2275,100.3612,39.7374,synthetic_prototype_v1
WAT-00410,64.0702,4.3438,90.5427,11.2314,180.8372,30.0,synthetic_prototype_v1
WAT-00411,64.1573,8.8233,101.5756,35.988,134.2272,40.7463,synthetic_prototype_v1
WAT-00412,67.6987,6.5873,49.0117,14.2616,260.9462,31.7381,synthetic_prototype_v1
WAT-00413,93.6256,8.5262,22.5598,19.1962,80.7608,34.0256,synthetic_prototype_v1
WAT-00414,65.2523,6.9609,116.4249,32.069,140.4157,51.3996,synthetic_prototype_v1
WAT-00415,13.5266,7.9118,78.8085,39.9054,167.5118,43.0073,synthetic_prototype_v1
WAT-00416,68.24,5.7576,10.4194,20.0022,147.2178,42.4346,synthetic_prototype_v1
WAT-00417,9.8848,8.7748,22.3558,20.3042,247.4599,30.8056,synthetic_prototype_v1
WAT-00418,55.939,8.7207,99.6786,29.01,144.1754,46.3473,synthetic_prototype_v1
WAT-00419,42.6546,5.9616,35.0784,17.8942,126.6559,70.2916,synthetic_prototype_v1
WAT-00420,76.222,4.4057,70.9989,38.6807,131.8541,30.0,synthetic_prototype_v1
WAT-00421,13.4482,7.9336,17.9225,19.5966,151.5567,41.5694,synthetic_prototype_v1
WAT-00422,81.0554,9.6976,80.9758,13.4588,81.5466,30.0,synthetic_prototype_v1
WAT-00423,57.7438,5.32,98.9998,30.5335,65.9339,44.0681,synthetic_prototype_v1
WAT-00424,44.0733,7.4584,36.6557,10.6723,137.5975,68.1446,synthetic_prototype_v1
WAT-00425,89.5404,8.3545,48.7762,21.258,179.2822,33.5122,synthetic_prototype_v1
WAT-00426,66.9645,5.9615,78.5318,18.1332,185.9674,40.1198,synthetic_prototype_v1
WAT-00427,21.2727,8.6601,12.4001,23.2196,116.3006,40.9571,synthetic_prototype_v1
WAT-00428,10.6833,5.9414,97.3852,14.0473,93.9869,45.2638,synthetic_prototype_v1
WAT-00429,95.1213,6.0623,35.6597,32.5715,146.9505,33.305,synthetic_prototype_v1
WAT-00430,45.1597,4.2397,41.1327,24.6235,227.4584,30.0,synthetic_prototype_v1
WAT-00431,58.81,4.0935,23.525,35.5781,262.2082,30.5777,synthetic_prototype_v1
WAT-00432,29.3886,5.654,53.9673,8.685,119.6478,57.2724,synthetic_prototype_v1
WAT-00433,83.6069,7.7415,93.7349,21.5596,116.3127,36.0435,synthetic_prototype_v1
WAT-00434,9.5004,9.1848,64.1401,15.8813,220.8325,31.0242,synthetic_prototype_v1
WAT-00435,87.7839,4.8364,92.1257,22.338,136.378,30.0,synthetic_prototype_v1
WAT-00436,46.4882,6.8036,61.3958,29.2976,113.7995,84.0534,synthetic_prototype_v1
WAT-00437,19.8178,6.2385,32.0778,23.7909,125.7798,57.5572,synthetic_prototype_v1
WAT-00438,81.4526,9.2897,80.1023,14.6832,58.9795,30.0,synthetic_prototype_v1
WAT-00439,7.2066,6.28,9.2935,19.1232,253.9721,32.4307,synthetic_prototype_v1
WAT-00440,30.6555,6.2452,15.9338,22.4182,126.5325,67.0716,synthetic_prototype_v1
WAT-00441,35.0133,6.1085,26.7288,39.0493,167.3358,60.8291,synthetic_prototype_v1
WAT-00442,55.721,5.2101,32.5917,5.0446,83.3746,42.0183,synthetic_prototype_v1
WAT-00443,94.6213,4.258,17.8358,8.8218,299.4986,30.6052,synthetic_prototype_v1
WAT-00444,37.7409,4.6248,57.098,36.0339,77.0754,30.5909,synthetic_prototype_v1
WAT-00445,97.234,6.2238,51.1748,12.5683,160.377,31.5906,synthetic_prototype_v1
WAT-00446,17.0588,7.3909,118.309,5.2227,171.549,45.8882,synthetic_prototype_v1
WAT-00447,12.8593,7.4518,36.87,26.7998,289.2144,30.0,synthetic_prototype_v1
WAT-00448,43.0725,6.5137,48.9086,12.8291,129.5153,83.0237,synthetic_prototype_v1
WAT-00449,49.2566,7.3469,88.3567,16.4901,77.8573,67.0089,synthetic_prototype_v1
WAT-00450,18.278,7.4069,73.0211,26.0768,219.3939,36.4713,synthetic_prototype_v1
WAT-00451,32.0484,6.4626,96.5571,9.4624,123.7392,77.3376,synthetic_prototype_v1
WAT-00452,53.731,7.0704,20.1361,23.0265,76.2304,54.7884,synthetic_prototype_v1
WAT-00453,36.1417,5.2861,110.0906,11.2879,297.5062,30.8345,synthetic_prototype_v1
WAT-00454,65.2633,7.6046,54.0391,17.3289,91.2185,47.9672,synthetic_prototype_v1
WAT-00455,77.6749,5.4759,106.8512,22.4985,226.2521,31.8921,synthetic_prototype_v1
WAT-00456,57.9704,7.7541,15.6522,5.6843,148.7534,48.1306,synthetic_prototype_v1
WAT-00457,69.0485,6.9804,36.1493,9.2292,179.6779,37.5519,synthetic_prototype_v1
WAT-00458,99.5083,7.9239,45.8149,16.7445,112.5628,31.1483,synthetic_prototype_v1
WAT-00459,40.0323,6.6937,41.7438,16.6315,186.2125,54.7002,synthetic_prototype_v1
WAT-00460,49.9815,6.1634,39.2841,25.9048,110.7849,69.5179,synthetic_prototype_v1
WAT-00461,66.1664,6.0084,25.8843,17.3054,108.361,44.2462,synthetic_prototype_v1
WAT-00462,46.3262,7.0503,36.9885,29.831,108.9651,80.8824,synthetic_prototype_v1
WAT-00463,35.0006,5.1942,37.3904,13.7636,154.755,47.9944,synthetic_prototype_v1
WAT-00464,32.1745,5.1048,17.1446,34.5139,218.3846,36.3281,synthetic_prototype_v1
WAT-00465,48.1337,5.9631,49.9629,10.1621,95.4011,64.0508,synthetic_prototype_v1
WAT-00466,92.9873,7.1699,86.2681,5.5235,251.3824,31.7525,synthetic_prototype_v1
WAT-00467,63.8163,4.0608,91.9051,5.7902,156.3492,30.3547,synthetic_prototype_v1
WAT-00468,29.4504,6.384,101.6393,8.2921,278.447,33.6876,synthetic_prototype_v1
WAT-00469,24.6378,6.6742,11.4726,16.6097,177.919,51.277,synthetic_prototype_v1
WAT-00470,75.2782,4.9624,112.1472,20.8424,297.3857,30.0,synthetic_prototype_v1
WAT-00471,24.7331,5.8406,85.3329,7.7674,253.2367,30.0,synthetic_prototype_v1
WAT-00472,22.8699,7.581,110.3844,12.8914,128.9905,61.636,synthetic_prototype_v1
WAT-00473,87.4116,6.5879,71.0632,31.2968,161.1069,37.3962,synthetic_prototype_v1
WAT-00474,52.1886,7.7691,39.9512,24.0435,110.1874,62.8629,synthetic_prototype_v1
WAT-00475,14.9384,8.5079,43.2277,7.6565,65.4952,39.203,synthetic_prototype_v1
WAT-00476,99.2186,4.6049,103.5827,10.683,82.1406,31.2776,synthetic_prototype_v1
WAT-00477,82.1389,5.05,68.9069,32.4485,254.8287,30.0,synthetic_prototype_v1
WAT-00478,66.9939,4.7345,25.3376,25.17,147.4949,31.3142,synthetic_prototype_v1
WAT-00479,53.6189,8.2726,9.8137,13.8106,84.5964,46.3451,synthetic_prototype_v1
WAT-00480,73.6958,4.801,48.0204,24.4824,254.9373,30.0,synthetic_prototype_v1
WAT-00481,36.3252,7.3059,28.3731,19.8408,121.1438,72.3164,synthetic_prototype_v1
WAT-00482,85.8575,4.0059,119.8693,39.6174,157.053,30.0,synthetic_prototype_v1
WAT-00483,56.3453,8.2219,106.6061,8.9568,298.8445,31.0388,synthetic_prototype_v1
WAT-00484,48.3584,5.8893,5.3302,16.6767,246.1097,30.0,synthetic_prototype_v1
WAT-00485,32.0956,7.2129,5.0,13.1677,111.1932,60.9365,synthetic_prototype_v1
WAT-00486,57.4555,9.974,58.4389,29.4017,285.2086,30.0,synthetic_prototype_v1
WAT-00487,51.7546,5.4877,82.0919,13.4414,282.451,30.0,synthetic_prototype_v1
WAT-00488,43.6169,6.209,57.0392,14.0659,71.8637,61.9308,synthetic_prototype_v1
WAT-00489,66.0359,6.5205,34.3136,37.6044,261.7785,30.6585,synthetic_prototype_v1
WAT-00490,35.6105,9.2699,88.6221,15.6501,56.1039,30.3594,synthetic_prototype_v1
WAT-00491,43.2983,5.1386,54.8812,38.2619,271.6307,30.9183,synthetic_prototype_v1
WAT-00492,6.0191,8.3282,22.9286,12.4447,147.2576,34.9805,synthetic_prototype_v1
WAT-00493,17.773,5.5848,34.6371,12.398,134.0999,46.8931,synthetic_prototype_v1
WAT-00494,39.6952,5.9816,25.2381,13.9929,118.2492,68.8188,synthetic_prototype_v1
WAT-00495,60.1228,5.704,93.9655,9.2144,179.6498,42.009,synthetic_prototype_v1
WAT-00496,45.695,6.905,56.704,13.4575,143.8747,74.112,synthetic_prototype_v1
WAT-00497,27.8787,8.2537,31.0868,7.2022,67.9104,46.1998,synthetic_prototype_v1
WAT-00498,53.8854,7.5774,53.9747,5.5062,84.2946,56.5224,synthetic_prototype_v1
WAT-00499,60.6549,7.0486,7.0635,11.6487,146.2358,50.4679,synthetic_prototype_v1
WAT-00500,43.6455,7.7378,7.6532,13.2256,154.3169,50.2789,synthetic_prototype_v1
WAT-00501,67.2742,8.895,9.2787,10.1577,116.9479,38.1751,synthetic_prototype_v1
WAT-00502,64.9512,7.7308,19.1635,37.6914,113.9497,46.6303,synthetic_prototype_v1
WAT-00503,58.9076,6.038,15.7348,15.2763,91.6387,53.801,synthetic_prototype_v1
WAT-00504,30.314,9.5372,95.3862,26.03,211.3892,30.0,synthetic_prototype_v1
WAT-00505,57.2728,6.5646,103.2196,18.2454,84.9871,60.0932,synthetic_prototype_v1
WAT-00506,81.257,6.4979,82.4203,36.2101,109.1457,41.9639,synthetic_prototype_v1
WAT-00507,71.5508,6.3102,34.4782,22.3518,159.0758,40.8195,synthetic_prototype_v1
WAT-00508,67.7448,6.333,44.458,14.4817,112.5145,50.827,synthetic_prototype_v1
WAT-00509,93.9141,6.0751,7.969,32.09,70.4268,31.1508,synthetic_prototype_v1
WAT-00510,40.4407,6.6909,5.9872,22.8926,117.0057,70.8992,synthetic_prototype_v1
WAT-00511,67.1364,6.9648,98.195,20.5031,67.2308,43.902,synthetic_prototype_v1
WAT-00512,20.6649,8.1233,36.316,15.5844,159.5932,45.5022,synthetic_prototype_v1
WAT-00513,19.2931,6.0773,22.8935,13.5341,229.8836,33.3928,synthetic_prototype_v1
WAT-00514,62.8415,5.7906,35.8089,25.693,135.7391,47.6438,synthetic_prototype_v1
WAT-00515,19.6265,9.2056,23.029,17.8987,117.8242,32.6217,synthetic_prototype_v1
WAT-00516,30.5674,7.2179,31.1903,25.6722,285.9088,35.1838,synthetic_prototype_v1
WAT-00517,85.0522,4.7467,75.2504,10.5405,226.6773,30.6044,synthetic_prototype_v1
WAT-00518,18.2807,4.6357,54.063,34.4556,149.0138,31.7817,synthetic_prototype_v1
WAT-00519,32.8914,6.8329,71.394,27.6877,170.9937,66.2986,synthetic_prototype_v1
WAT-00520,36.6956,7.4431,27.3217,12.0845,250.1807,30.0,synthetic_prototype_v1
WAT-00521,76.9482,4.1532,101.4058,17.6392,83.6769,30.0,synthetic_prototype_v1
WAT-00522,38.0292,6.1634,72.2226,35.5669,81.4926,72.8424,synthetic_prototype_v1
WAT-00523,41.5279,5.456,33.6736,37.6298,293.7213,30.0,synthetic_prototype_v1
WAT-00524,39.2782,6.7625,39.5831,18.755,98.589,78.717,synthetic_prototype_v1
WAT-00525,92.3283,6.4475,7.2649,15.9329,108.2082,33.1215,synthetic_prototype_v1
WAT-00526,9.4888,5.8432,68.7629,6.5615,199.8708,35.4489,synthetic_prototype_v1
WAT-00527,49.4156,8.7491,10.3642,19.9271,139.4726,44.1695,synthetic_prototype_v1
WAT-00528,74.6793,5.8107,111.5576,15.3388,241.3366,30.0,synthetic_prototype_v1
WAT-00529,40.5647,6.817,9.597,18.5063,127.0961,75.9088,synthetic_prototype_v1
WAT-00530,8.9533,5.0076,21.7063,34.5941,274.0255,30.0,synthetic_prototype_v1
WAT-00531,40.4971,6.1702,26.6342,11.9083,66.0386,55.4754,synthetic_prototype_v1
WAT-00532,29.7068,6.1085,28.6542,24.2935,144.418,63.9951,synthetic_prototype_v1
WAT-00533,91.4308,6.7783,89.0838,5.4839,99.997,34.6663,synthetic_prototype_v1
WAT-00534,22.1671,9.647,85.3041,35.1234,178.3057,30.0,synthetic_prototype_v1
WAT-00535,81.0916,6.2679,39.9207,27.9444,158.3552,36.3568,synthetic_prototype_v1
WAT-00536,40.0539,6.1852,79.6908,24.0611,53.0407,54.871,synthetic_prototype_v1
WAT-00537,16.1267,6.0075,22.4161,6.8624,115.7916,48.5793,synthetic_prototype_v1
WAT-00538,88.6361,7.7202,22.9874,24.9891,271.803,30.0,synthetic_prototype_v1
WAT-00539,48.9895,5.9345,6.2894,23.3863,157.4007,54.4729,synthetic_prototype_v1
WAT-00540,37.7863,6.494,56.9436,9.1153,106.6838,82.3683,synthetic_prototype_v1
WAT-00541,91.7496,4.3917,42.0045,38.1404,109.5092,31.0514,synthetic_prototype_v1
WAT-00542,95.3635,7.2933,38.8814,19.4632,84.2861,34.0037,synthetic_prototype_v1
WAT-00543,75.7524,4.4946,97.0286,38.8505,50.9856,33.0095,synthetic_prototype_v1
WAT-00544,76.2753,6.9478,28.5146,7.7362,67.0017,38.447,synthetic_prototype_v1
WAT-00545,18.6703,7.5751,21.852,5.9092,247.8931,30.0,synthetic_prototype_v1
WAT-00546,33.7356,7.3639,18.0446,35.6546,223.2251,35.6841,synthetic_prototype_v1
WAT-00547,45.4774,6.5656,26.6257,5.0,79.4632,60.0512,synthetic_prototype_v1
WAT-00548,44.4702,6.8683,71.6049,17.62,89.2046,75.2651,synthetic_prototype_v1
WAT-00549,14.3978,7.6601,74.8017,6.2365,187.9019,40.2719,synthetic_prototype_v1
WAT-00550,57.6511,7.2072,15.4827,8.799,82.8293,52.2219,synthetic_prototype_v1
WAT-00551,31.2117,7.5413,39.8861,20.8985,98.9076,71.3913,synthetic_prototype_v1
WAT-00552,65.2898,7.6528,91.7596,37.3994,133.8453,49.6375,synthetic_prototype_v1
WAT-00553,16.1952,9.3796,112.7908,31.2007,271.54,30.0,synthetic_prototype_v1
WAT-00554,80.5013,6.5525,104.3016,17.0954,264.9635,30.0,synthetic_prototype_v1
WAT-00555,23.3389,6.6843,48.1894,17.7591,251.3238,30.9893,synthetic_prototype_v1
WAT-00556,32.122,6.3552,55.1433,12.2606,102.9609,74.8528,synthetic_prototype_v1
WAT-00557,88.424,6.9862,63.1504,16.0484,140.3275,34.2976,synthetic_prototype_v1
WAT-00558,16.662,8.439,117.5126,8.2878,204.0778,33.3266,synthetic_prototype_v1
WAT-00559,30.4629,5.9519,39.0133,11.6752,76.0547,56.1519,synthetic_prototype_v1
WAT-00560,67.0052,8.2577,51.3506,18.2999,242.7354,31.5348,synthetic_prototype_v1
WAT-00561,77.3083,7.6852,10.9902,32.3362,245.5082,30.0,synthetic_prototype_v1
WAT-00562,64.8511,7.8132,69.7109,18.0506,231.1578,30.0,synthetic_prototype_v1
WAT-00563,14.6588,4.7612,90.7768,8.5715,296.4155,30.0,synthetic_prototype_v1
WAT-00564,15.9919,5.9877,84.7062,19.2387,171.7422,44.5803,synthetic_prototype_v1
WAT-00565,44.6947,7.8901,42.766,26.955,102.4339,65.4384,synthetic_prototype_v1
WAT-00566,34.3596,6.167,37.9281,8.8837,50.0,49.6459,synthetic_prototype_v1
