experiment_id,light_intensity_lux,co2_concentration_ppm,nutrient_concentration_mm,temperature_c,water_supply_ml_day,biomass_yield,source
PLT-00280,48532.8723,1006.1732,1.5536,36.9882,470.7432,15.6163,synthetic_prototype_v1
PLT-00281,71940.6121,533.3089,5.9517,27.2176,116.0349,24.8142,synthetic_prototype_v1
PLT-00282,5080.0599,1014.8136,3.7418,22.5825,404.0892,28.1597,synthetic_prototype_v1
PLT-00283,5552.1702,736.1303,1.0903,35.994,452.88,13.2993,synthetic_prototype_v1
PLT-00284,28463.0283,785.2059,3.1748,29.8258,127.361,110.8915,synthetic_prototype_v1
PLT-00285,6833.8131,1059.3912,7.6362,37.9082,226.0955,14.9797,synthetic_prototype_v1
PLT-00286,22545.4614,777.5046,8.6672,17.0875,425.7295,13.4705,synthetic_prototype_v1
PLT-00287,48698.3262,1195.4229,6.2818,38.9101,82.8512,13.0967,synthetic_prototype_v1
PLT-00288,38394.2529,1092.9363,9.6688,22.7056,361.7268,19.7367,synthetic_prototype_v1
PLT-00289,60889.1096,547.448,0.957,31.7105,104.8932,23.3278,synthetic_prototype_v1
PLT-00290,43966.2199,423.2573,6.989,30.0219,279.8536,22.9951,synthetic_prototype_v1
PLT-00291,47407.3033,628.8964,4.1631,27.0843,445.1858,90.0183,synthetic_prototype_v1
PLT-00292,71751.4593,818.7391,5.9071,22.4739,350.6873,30.8601,synthetic_prototype_v1
PLT-00293,57483.1958,756.8254,7.1124,39.1135,170.4249,16.3969,synthetic_prototype_v1
PLT-00294,24977.9624,749.5495,3.8829,27.4252,337.6791,132.3746,synthetic_prototype_v1
PLT-00295,29036.8371,592.3788,4.8062,16.6888,443.1629,23.1596,synthetic_prototype_v1
PLT-00296,37558.6137,705.7525,5.3866,24.2231,101.3338,110.9991,synthetic_prototype_v1
PLT-00297,54456.6976,958.7428,4.4584,21.4088,82.8802,43.5419,synthetic_prototype_v1
PLT-00298,53809.5942,921.359,9.8309,33.2834,228.3716,11.784,synthetic_prototype_v1
PLT-00299,15127.8572,824.6051,4.3738,31.6843,247.4864,51.2443,synthetic_prototype_v1
PLT-00300,64019.3283,1051.1325,2.9522,29.531,405.5355,29.6386,synthetic_prototype_v1
PLT-00301,78660.8222,542.2516,2.9589,16.2461,235.9148,13.647,synthetic_prototype_v1
PLT-00302,27571.1519,630.2472,4.1555,19.8822,268.7732,61.4412,synthetic_prototype_v1
PLT-00303,53686.1788,880.6439,4.9649,28.8414,291.3368,64.2216,synthetic_prototype_v1
PLT-00304,40004.0753,848.2991,1.8075,34.7569,100.1528,23.0482,synthetic_prototype_v1
PLT-00305,25106.3829,787.4525,1.078,38.1996,138.1974,11.8869,synthetic_prototype_v1
PLT-00306,36076.5329,658.5026,8.245,39.1734,333.5835,11.8563,synthetic_prototype_v1
PLT-00307,58655.5347,422.6338,7.4094,15.0565,312.8619,15.7112,synthetic_prototype_v1
PLT-00308,40615.7627,485.8927,9.1264,30.3155,230.7614,15.0159,synthetic_prototype_v1
PLT-00309,14049.1503,873.7416,2.3099,23.379,265.1579,46.2703,synthetic_prototype_v1
PLT-00310,16300.473,878.8228,4.1333,37.0661,472.2339,18.4547,synthetic_prototype_v1
PLT-00311,39133.2662,676.6754,2.347,20.5124,364.3054,74.229,synthetic_prototype_v1
PLT-00312,30076.942,418.1232,7.0848,30.8844,460.1213,23.6519,synthetic_prototype_v1
PLT-00313,53944.0505,871.832,9.1948,23.9043,499.3352,18.2936,synthetic_prototype_v1
PLT-00314,35952.524,696.659,3.7766,26.7956,419.8541,162.8846,synthetic_prototype_v1
PLT-00315,55761.8119,1012.0754,2.6972,22.299,298.5518,45.9464,synthetic_prototype_v1
PLT-00316,27935.0172,1198.6048,6.9692,31.7591,367.3658,25.0446,synthetic_prototype_v1
PLT-00317,24024.838,1057.2905,2.1514,36.6166,386.186,21.356,synthetic_prototype_v1
PLT-00318,30459.6878,921.8787,3.4872,30.3617,303.2012,109.5793,synthetic_prototype_v1
PLT-00319,23186.214,430.9781,4.8506,34.9791,153.6351,16.4566,synthetic_prototype_v1
PLT-00320,61798.282,847.9831,6.1025,26.4897,164.1953,35.2614,synthetic_prototype_v1
PLT-00321,44327.3811,1088.6131,2.3329,28.7247,208.8584,42.8317,synthetic_prototype_v1
PLT-00322,15725.5551,790.3809,3.021,33.6044,409.9359,42.0522,synthetic_prototype_v1
PLT-00323,67419.4851,632.8403,4.8772,17.6768,295.1511,13.9826,synthetic_prototype_v1
PLT-00324,40348.9211,1034.9237,3.4334,28.5823,274.0016,79.0782,synthetic_prototype_v1
PLT-00325,32695.4631,779.1876,9.1448,33.1721,496.4898,20.9726,synthetic_prototype_v1
PLT-00326,71480.2165,556.3357,1.4235,24.8278,190.5883,25.1394,synthetic_prototype_v1
PLT-00327,14294.442,682.5503,4.3423,30.7216,301.3488,49.6284,synthetic_prototype_v1
PLT-00328,39876.0599,1056.0838,7.2144,26.2091,454.1703,35.7061,synthetic_prototype_v1
PLT-00329,72686.7476,571.0545,3.0265,19.8286,77.2539,23.3617,synthetic_prototype_v1
PLT-00330,70631.3149,418.6328,3.5292,18.5335,455.4685,17.9368,synthetic_prototype_v1
PLT-00331,5300.5704,927.0769,7.7207,18.8629,327.284,15.6633,synthetic_prototype_v1
PLT-00332,26067.2289,750.653,9.9028,25.2212,490.0673,17.2696,synthetic_prototype_v1
PLT-00333,32495.6289,461.3109,3.8398,23.3581,321.3011,50.1908,synthetic_prototype_v1
PLT-00334,27862.6242,777.4079,5.5034,29.5584,237.0062,97.6224,synthetic_prototype_v1
PLT-00335,18040.7749,865.9777,5.3663,23.2481,342.981,75.8901,synthetic_prototype_v1
PLT-00336,43635.0033,757.7592,2.6096,20.6118,433.8966,81.8928,synthetic_prototype_v1
PLT-00337,63074.1062,656.3639,6.7916,32.2031,162.1056,26.5083,synthetic_prototype_v1
PLT-00338,39392.0482,521.331,8.0949,21.2375,358.8542,27.2362,synthetic_prototype_v1
PLT-00339,66242.6573,928.6946,2.1933,29.4284,364.0407,28.8964,synthetic_prototype_v1
PLT-00340,66367.0514,655.1188,5.7194,35.8007,76.8282,16.9512,synthetic_prototype_v1
PLT-00341,52171.1013,746.7358,2.1847,28.1191,173.2963,62.2914,synthetic_prototype_v1
PLT-00342,37750.0617,919.3672,4.6391,36.4008,406.5714,26.9618,synthetic_prototype_v1
PLT-00343,73216.4183,1093.6045,7.2243,33.079,252.9884,21.695,synthetic_prototype_v1
PLT-00344,10185.4959,550.2886,3.0467,16.1574,371.7919,13.9667,synthetic_prototype_v1
PLT-00345,72162.8433,567.5463,5.6948,37.5786,195.2496,10.0,synthetic_prototype_v1
PLT-00346,30426.7719,882.1315,5.7262,18.3073,65.7249,38.6338,synthetic_prototype_v1
PLT-00347,32861.193,698.3844,1.6195,21.7769,201.1785,64.2308,synthetic_prototype_v1
PLT-00348,14008.2973,995.7626,1.411,31.3306,81.6828,23.8416,synthetic_prototype_v1
PLT-00349,37710.2317,968.1336,5.559,31.2934,221.9606,62.2734,synthetic_prototype_v1
PLT-00350,31272.1429,633.1658,3.0512,28.6617,394.3796,96.1256,synthetic_prototype_v1
PLT-00351,8897.14,1185.0212,6.8008,16.6274,279.7113,11.6173,synthetic_prototype_v1
PLT-00352,43706.5851,578.4289,0.9364,21.6179,405.5211,34.1597,synthetic_prototype_v1
PLT-00353,33373.8511,490.7879,1.5053,39.0479,77.1923,17.5163,synthetic_prototype_v1
PLT-00354,49318.6619,617.6362,3.8992,30.5715,120.6821,56.0115,synthetic_prototype_v1
PLT-00355,14836.6377,657.2979,1.9699,20.6706,452.1147,33.9124,synthetic_prototype_v1
PLT-00356,36692.3532,668.0776,3.807,26.2082,339.1486,149.2395,synthetic_prototype_v1
PLT-00357,10037.5002,931.7122,3.4598,15.4804,345.7875,14.5213,synthetic_prototype_v1
PLT-00358,36478.7059,746.002,4.415,27.5674,117.6982,145.2423,synthetic_prototype_v1
PLT-00359,15790.395,483.4002,7.5295,33.8984,400.0648,25.1697,synthetic_prototype_v1
PLT-00360,52372.1407,873.6023,0.9649,16.5818,384.3684,20.459,synthetic_prototype_v1
PLT-00361,57427.4072,768.858,6.9979,25.8312,125.4681,33.6928,synthetic_prototype_v1
PLT-00362,9547.3057,739.9854,8.28,27.4867,282.3838,24.279,synthetic_prototype_v1
PLT-00363,73911.7395,651.7599,7.0966,25.3876,422.4385,19.7439,synthetic_prototype_v1
PLT-00364,39418.6832,715.5407,6.2198,19.9218,287.1916,60.5483,synthetic_prototype_v1
PLT-00365,36958.9283,704.6154,3.0511,23.6406,141.6185,122.9998,synthetic_prototype_v1
PLT-00366,6325.1586,620.508,7.9595,35.6739,137.0703,13.1668,synthetic_prototype_v1
PLT-00367,29053.666,818.5344,2.0244,20.5656,168.3548,67.3922,synthetic_prototype_v1
PLT-00368,17748.3891,1094.4138,8.0017,38.9741,198.1778,10.0,synthetic_prototype_v1
PLT-00369,75913.9918,1055.9081,5.9659,24.5383,343.2517,19.5338,synthetic_prototype_v1
PLT-00370,14741.7324,973.8756,3.1902,27.2207,302.4359,57.6048,synthetic_prototype_v1
PLT-00371,15619.6916,1061.6064,6.9606,35.7996,471.7577,18.5474,synthetic_prototype_v1
PLT-00372,48683.3556,736.7294,2.1201,24.0244,237.9204,72.0457,synthetic_prototype_v1
PLT-00373,35095.0973,715.2003,5.4831,29.0101,349.1363,119.1001,synthetic_prototype_v1
PLT-00374,59794.0345,829.3365,3.8954,23.9463,180.8396,55.0486,synthetic_prototype_v1
PLT-00375,7316.9628,1072.0456,3.4352,35.3965,87.4166,15.9658,synthetic_prototype_v1
PLT-00376,9979.8709,1040.5375,3.4008,38.0208,85.5273,16.5295,synthetic_prototype_v1
PLT-00377,36445.4291,405.6683,2.591,28.4269,382.936,38.4786,synthetic_prototype_v1
PLT-00378,26818.8379,529.426,1.8807,30.9248,306.0202,33.2488,synthetic_prototype_v1
PLT-00379,39241.0492,487.4169,6.7632,24.6465,156.1084,33.5433,synthetic_prototype_v1
PLT-00380,42745.6518,754.3951,5.6549,27.043,334.7811,110.6418,synthetic_prototype_v1
PLT-00381,33344.8627,729.7565,4.1156,27.0027,323.8918,169.7905,synthetic_prototype_v1
PLT-00382,14816.7748,599.9894,0.6598,34.4174,434.7183,16.2551,synthetic_prototype_v1
PLT-00383,27222.4723,455.6888,7.7034,20.9931,472.1211,23.2048,synthetic_prototype_v1
PLT-00384,28587.3296,994.6168,4.362,23.6305,147.2901,85.5105,synthetic_prototype_v1
PLT-00385,61009.2209,1147.9663,4.8275,31.6533,112.5068,26.0731,synthetic_prototype_v1
PLT-00386,53289.884,794.2702,9.6456,32.5352,108.4757,16.9047,synthetic_prototype_v1
PLT-00387,41665.4489,633.4535,4.4745,22.7092,287.5046,98.1822,synthetic_prototype_v1
PLT-00388,29627.0904,528.8365,4.5795,32.7625,65.621,33.7196,synthetic_prototype_v1
PLT-00389,74049.9394,1040.5704,7.4163,20.7778,163.2653,19.4356,synthetic_prototype_v1
PLT-00390,34776.981,651.0258,3.9156,24.6881,345.2034,124.5548,synthetic_prototype_v1
PLT-00391,57359.0588,603.1129,4.497,38.0969,190.8011,12.7624,synthetic_prototype_v1
PLT-00392,53361.4396,880.2186,9.321,32.6597,62.0341,20.1889,synthetic_prototype_v1
PLT-00393,30143.7147,783.2834,4.6365,26.9836,301.7816,160.9887,synthetic_prototype_v1
PLT-00394,28694.2761,884.3202,4.2257,26.0621,277.2241,153.7257,synthetic_prototype_v1
PLT-00395,31393.0077,937.6811,5.1942,24.2989,256.7904,107.273,synthetic_prototype_v1
PLT-00396,32625.8123,498.3766,2.6256,28.0698,286.5439,55.09,synthetic_prototype_v1
PLT-00397,34025.3915,668.048,3.4243,20.9506,102.9174,86.8421,synthetic_prototype_v1
PLT-00398,53821.8029,662.7819,6.0234,28.9726,426.7666,43.7985,synthetic_prototype_v1
PLT-00399,56194.1092,876.4355,4.8174,38.5946,335.0106,18.2758,synthetic_prototype_v1
PLT-00400,56031.4104,643.9291,4.9597,36.1408,441.3902,17.8694,synthetic_prototype_v1
PLT-00401,24031.2827,816.1741,3.8932,22.7601,171.7998,102.5293,synthetic_prototype_v1
PLT-00402,21414.2457,639.5292,8.1427,20.9723,57.1741,25.7031,synthetic_prototype_v1
PLT-00403,74426.5002,619.9017,7.3777,34.8188,238.8824,17.9328,synthetic_prototype_v1
PLT-00404,43170.0614,879.0867,8.2757,17.2549,374.4745,20.2266,synthetic_prototype_v1
PLT-00405,8019.0305,656.4672,2.3572,34.395,416.9543,11.7532,synthetic_prototype_v1
PLT-00406,6337.7588,697.369,9.4675,17.0875,296.5021,15.4411,synthetic_prototype_v1
PLT-00407,17345.5863,1003.2724,6.677,34.4982,418.0848,16.1615,synthetic_prototype_v1
PLT-00408,27265.1364,1103.1432,8.8605,15.3734,306.249,13.8242,synthetic_prototype_v1
PLT-00409,12496.3892,997.0255,4.086,25.8768,140.6502,47.1257,synthetic_prototype_v1
PLT-00410,51634.4022,445.8424,7.5666,19.451,285.5069,25.9761,synthetic_prototype_v1
PLT-00411,51703.1559,1043.1062,8.478,37.1343,201.6089,12.9714,synthetic_prototype_v1
PLT-00412,54498.9683,744.972,4.1358,21.6154,429.7031,62.5486,synthetic_prototype_v1
PLT-00413,74967.5587,1003.4889,1.9506,25.1402,105.3695,23.1713,synthetic_prototype_v1
PLT-00414,52567.5825,794.7873,9.7047,34.335,212.7483,13.9844,synthetic_prototype_v1
PLT-00415,11731.4926,921.5699,6.5972,39.9324,261.5213,12.0525,synthetic_prototype_v1
PLT-00416,54926.3552,634.3487,0.9477,25.7159,224.992,34.2839,synthetic_prototype_v1
PLT-00417,8856.4366,1036.636,1.9337,25.9315,405.4278,28.9893,synthetic_prototype_v1
PLT-00418,45215.031,1029.4294,8.3213,32.15,219.5158,26.1665,synthetic_prototype_v1
PLT-00419,37212.134,674.2374,3.851,25.4214,134.5076,136.9181,synthetic_prototype_v1
PLT-00420,61227.9313,454.096,5.9521,39.0576,197.3375,13.6647,synthetic_prototype_v1
PLT-00421,11669.6557,924.4753,1.5675,25.4261,232.802,36.3069,synthetic_prototype_v1
PLT-00422,65043.7716,1159.6824,6.7763,21.042,106.7838,23.6411,synthetic_prototype_v1
PLT-00423,46639.8532,575.9948,8.2652,33.2382,78.681,20.3366,synthetic_prototype_v1
PLT-00424,38394.3839,898.757,5.2684,25.6538,324.6103,134.2769,synthetic_prototype_v1
PLT-00425,71742.4255,980.6002,4.1163,26.6128,282.7079,30.8764,synthetic_prototype_v1
PLT-00426,53919.3205,661.5356,6.5744,24.3808,294.7414,41.1744,synthetic_prototype_v1
PLT-00427,17846.8478,1021.3509,1.1113,28.014,169.3411,42.9801,synthetic_prototype_v1
PLT-00428,9486.8253,658.8587,8.1318,21.4623,129.1765,21.9364,synthetic_prototype_v1
PLT-00429,76148.4124,674.9681,3.0328,34.6939,224.5109,20.8081,synthetic_prototype_v1
PLT-00430,36705.0526,431.9535,3.4849,29.0168,369.425,44.1591,synthetic_prototype_v1
PLT-00431,47481.5488,412.4646,2.0303,36.8415,431.9748,20.7641,synthetic_prototype_v1
PLT-00432,24254.1321,620.5323,4.5451,17.6321,175.366,23.4063,synthetic_prototype_v1
PLT-00433,67058.0639,898.8601,7.8303,26.8283,169.3628,20.3435,synthetic_prototype_v1
PLT-00434,8552.938,1091.3109,5.3855,22.7723,357.4985,26.323,synthetic_prototype_v1
PLT-00435,70355.6815,511.5179,7.6973,27.3843,205.4804,25.6717,synthetic_prototype_v1
PLT-00436,37753.8042,773.8187,5.1588,32.3554,164.8391,80.3707,synthetic_prototype_v1
PLT-00437,18181.5403,715.7676,4.2881,22.3998,364.1282,76.1353,synthetic_prototype_v1
PLT-00438,65357.3268,1105.2938,6.7041,21.9166,66.163,18.5719,synthetic_prototype_v1
PLT-00439,6742.0687,703.9987,0.8547,25.088,417.1497,29.7268,synthetic_prototype_v1
PLT-00440,27212.9397,716.7875,1.1771,25.4161,334.9985,68.2307,synthetic_prototype_v1
PLT-00441,28694.6789,681.1287,2.295,39.3209,261.2045,15.155,synthetic_prototype_v1
PLT-00442,45042.9225,561.3504,2.7793,15.0318,110.0743,11.9494,synthetic_prototype_v1
PLT-00443,75753.6763,434.4026,1.5604,17.7299,499.0975,14.3444,synthetic_prototype_v1
PLT-00444,30848.0665,483.3078,4.8037,37.1671,98.7357,14.0419,synthetic_prototype_v1
PLT-00445,77816.3546,696.5026,4.3144,20.406,248.6786,27.7542,synthetic_prototype_v1
PLT-00446,14520.1443,852.1185,9.8603,15.159,268.7882,14.8479,synthetic_prototype_v1
PLT-00447,11204.75,860.236,3.1327,30.5713,480.5859,41.1877,synthetic_prototype_v1
PLT-00448,37560.4376,757.0546,2.5814,25.987,283.8352,143.2991,synthetic_prototype_v1
PLT-00449,42713.8053,882.0341,4.5972,24.4559,181.1137,129.2345,synthetic_prototype_v1
PLT-00450,15482.6308,854.2491,6.1191,30.0549,354.909,52.4706,synthetic_prototype_v1
PLT-00451,26354.0062,728.3532,8.0634,18.1874,182.7306,24.2877,synthetic_prototype_v1
PLT-00452,46442.4626,840.5557,3.3576,24.7269,401.9865,121.7114,synthetic_prototype_v1
PLT-00453,29585.5791,571.4763,9.1814,19.4913,495.5112,22.1803,synthetic_prototype_v1
PLT-00454,56052.751,920.6836,4.2298,30.3406,302.5434,52.3805,synthetic_prototype_v1
PLT-00455,62374.9143,596.7848,8.9138,27.4989,367.2537,17.1674,synthetic_prototype_v1
PLT-00456,46818.7623,900.5462,1.38,15.4888,227.756,15.2108,synthetic_prototype_v1
PLT-00457,55564.6394,797.3902,3.0732,18.0209,283.4203,30.7225,synthetic_prototype_v1
PLT-00458,79611.816,923.1898,3.8717,23.3889,162.613,20.043,synthetic_prototype_v1
PLT-00459,35026.9083,784.0505,5.5414,25.9092,168.7217,131.5286,synthetic_prototype_v1
PLT-00460,40511.7051,688.4521,3.3322,29.932,159.4128,101.3723,synthetic_prototype_v1
PLT-00461,56805.2956,681.2565,3.6753,29.565,175.4253,51.292,synthetic_prototype_v1
PLT-00462,40271.8254,837.546,3.4208,29.1472,159.24,127.2592,synthetic_prototype_v1
PLT-00463,30833.7963,559.1326,4.1121,24.442,123.9907,81.2355,synthetic_prototype_v1
PLT-00464,26453.5476,547.3114,1.5032,36.0814,353.0923,15.42,synthetic_prototype_v1
PLT-00465,41778.0742,674.4613,0.995,26.449,371.6789,62.6772,synthetic_prototype_v1
PLT-00466,74463.6647,822.6515,7.2135,15.3739,412.4883,10.0,synthetic_prototype_v1
PLT-00467,51433.9315,408.1035,7.6791,15.5644,241.4286,12.7825,synthetic_prototype_v1
PLT-00468,24302.9235,717.8671,8.4832,17.3515,461.2046,12.4,synthetic_prototype_v1
PLT-00469,22198.1949,781.1268,3.8596,29.8632,344.1252,98.3692,synthetic_prototype_v1
PLT-00470,60482.752,528.3174,9.3513,26.316,495.2942,19.9103,synthetic_prototype_v1
PLT-00471,20578.794,645.4193,7.1362,16.9767,415.826,19.6515,synthetic_prototype_v1
PLT-00472,19107.8171,877.4699,9.2057,20.6367,192.1828,19.1678,synthetic_prototype_v1
PLT-00473,70061.7974,745.0546,5.9574,33.7834,249.9923,22.0049,synthetic_prototype_v1
PLT-00474,45157.2019,945.3658,3.6533,31.2373,230.2753,69.5398,synthetic_prototype_v1
PLT-00475,12846.1323,1001.059,3.6579,16.8975,77.8914,14.2911,synthetic_prototype_v1
PLT-00476,79383.0857,480.6491,8.6438,19.0593,107.853,16.444,synthetic_prototype_v1
PLT-00477,65899.1151,540.004,5.7793,34.6061,418.6916,13.795,synthetic_prototype_v1
PLT-00478,53942.5439,497.9271,2.1801,29.4071,225.4909,32.3849,synthetic_prototype_v1
PLT-00479,46349.1043,1020.8919,4.7831,26.8568,112.5836,67.8249,synthetic_prototype_v1
PLT-00480,59233.5352,506.7967,4.0539,28.916,418.8872,31.9272,synthetic_prototype_v1
PLT-00481,31937.6963,875.8901,2.0562,28.3866,184.4269,96.6142,synthetic_prototype_v1
PLT-00482,68834.872,400.792,9.9892,39.7267,242.6954,10.1728,synthetic_prototype_v1
PLT-00483,45535.7519,962.9265,8.8935,17.8263,497.9201,18.0725,synthetic_prototype_v1
PLT-00484,39230.2893,651.9028,0.5273,23.3405,402.9974,43.4614,synthetic_prototype_v1
PLT-00485,28412.9983,861.9282,3.2608,24.7868,366.7742,149.9227,synthetic_prototype_v1
PLT-00486,46412.2027,1196.5358,4.9145,32.4298,473.3755,23.0779,synthetic_prototype_v1
PLT-00487,41911.4912,598.3576,6.8685,21.0296,468.4118,36.9204,synthetic_prototype_v1
PLT-00488,38014.1221,711.3426,5.3095,24.6253,123.2653,117.7055,synthetic_prototype_v1
PLT-00489,53186.2457,736.0669,2.9216,38.2889,431.2012,16.8472,synthetic_prototype_v1
PLT-00490,29166.1755,1102.6518,7.4079,22.6072,60.987,30.2971,synthetic_prototype_v1
PLT-00491,35235.5153,551.8145,4.6206,38.7585,448.9353,10.5606,synthetic_prototype_v1
PLT-00492,5804.5734,977.0951,1.9811,20.3176,225.0636,22.9261,synthetic_prototype_v1
PLT-00493,16477.5071,617.713,5.9466,28.9038,205.1719,48.5076,synthetic_prototype_v1
PLT-00494,34746.026,677.2371,4.4592,24.26,290.7578,142.532,synthetic_prototype_v1
PLT-00495,48518.0163,627.2047,7.8493,18.0103,283.3696,16.3053,synthetic_prototype_v1
PLT-00496,39745.8425,815.7447,2.2826,27.9532,273.0677,121.8212,synthetic_prototype_v1
PLT-00497,23062.1044,967.1556,2.655,16.573,82.2387,21.757,synthetic_prototype_v1
PLT-00498,43593.7289,876.9915,4.5457,15.3616,111.7303,20.9069,synthetic_prototype_v1
PLT-00499,52212.4384,837.2856,3.2554,25.2001,211.6986,86.4878,synthetic_prototype_v1
PLT-00500,38037.9387,940.6685,3.9505,28.4968,125.0548,107.193,synthetic_prototype_v1
PLT-00501,54163.8304,1052.6667,0.8535,18.6841,170.5063,21.9435,synthetic_prototype_v1
PLT-00502,52329.9082,897.437,1.67,38.351,165.1095,12.245,synthetic_prototype_v1
PLT-00503,47558.6085,671.73,1.3868,22.3402,124.9497,47.7365,synthetic_prototype_v1
PLT-00504,24984.7488,1138.2915,7.9667,30.0215,340.5006,23.9412,synthetic_prototype_v1
PLT-00505,46267.9769,741.9434,8.6138,24.461,112.9768,24.9504,synthetic_prototype_v1
PLT-00506,65202.8732,733.0508,6.8956,37.2929,156.4622,17.7948,synthetic_prototype_v1
PLT-00507,61292.3712,726.5305,4.8015,32.0598,324.8706,31.2141,synthetic_prototype_v1
PLT-00508,58120.6655,729.9569,5.4306,26.0406,266.4077,54.0419,synthetic_prototype_v1
PLT-00509,75195.3125,676.6804,0.7453,34.35,86.7683,10.7476,synthetic_prototype_v1
PLT-00510,35367.2503,783.633,3.3688,25.3994,119.0372,153.5706,synthetic_prototype_v1
PLT-00511,57613.6482,824.7271,3.7648,20.1325,236.1316,45.4166,synthetic_prototype_v1
PLT-00512,18887.3946,998.492,5.335,26.3949,114.7496,54.7684,synthetic_prototype_v1
PLT-00513,16284.0509,676.9716,1.9782,21.0958,373.7905,41.7988,synthetic_prototype_v1
PLT-00514,54034.603,648.5913,4.6863,26.7128,168.0826,62.6671,synthetic_prototype_v1
PLT-00515,16547.2687,1094.0783,1.9894,24.2134,172.0836,32.2833,synthetic_prototype_v1
PLT-00516,25184.7876,829.0558,2.6635,29.7659,474.6358,95.7959,synthetic_prototype_v1
PLT-00517,68199.0966,499.5591,6.3033,18.9575,368.0191,18.7956,synthetic_prototype_v1
PLT-00518,15484.7749,484.7539,4.553,36.0397,228.2248,15.1079,synthetic_prototype_v1
PLT-00519,27019.5318,777.7156,5.9847,31.2055,267.7887,75.3957,synthetic_prototype_v1
PLT-00520,30022.8319,859.0762,2.344,20.0604,410.3253,71.2408,synthetic_prototype_v1
PLT-00521,61801.2075,420.4255,8.464,24.028,110.6184,19.3171,synthetic_prototype_v1
PLT-00522,33357.6422,704.5091,1.5551,25.4545,349.7978,94.6582,synthetic_prototype_v1
PLT-00523,33837.8283,594.1392,2.8687,38.307,488.6984,17.4735,synthetic_prototype_v1
PLT-00524,34398.5065,794.3736,2.3972,28.1295,281.3573,130.9896,synthetic_prototype_v1
PLT-00525,73943.4187,726.3397,0.6871,22.8092,154.7747,16.2812,synthetic_prototype_v1
PLT-00526,8543.7754,645.7609,5.7674,16.1153,319.7675,13.1667,synthetic_prototype_v1
PLT-00527,42846.3121,1092.3674,4.2865,23.7296,235.5754,57.7249,synthetic_prototype_v1
PLT-00528,60009.9832,641.4283,9.3026,22.3848,394.4059,20.2579,synthetic_prototype_v1
PLT-00529,35470.5522,802.5568,2.4477,31.5596,351.7222,81.8603,synthetic_prototype_v1
PLT-00530,8121.063,534.3504,1.8801,36.1386,453.2459,12.3992,synthetic_prototype_v1
PLT-00531,35414.2501,705.5297,4.6616,26.1838,100.6961,133.0199,synthetic_prototype_v1
