experiment_id,cell_thickness_nm,doping_concentration,annealing_temperature_c,light_intensity_lux,operating_temperature_c,energy_conversion_efficiency,source
SOL-00252,260.4983,5828536719916331.0,720.1962,51616.1481,50.7576,10.3916,synthetic_prototype_v1
SOL-00253,289.0117,3.9404912217551206e+17,836.2306,53691.8249,55.0547,8.0,synthetic_prototype_v1
SOL-00254,216.5465,1.4920780372952602e+16,663.7429,80217.3532,31.127,15.7424,synthetic_prototype_v1
SOL-00255,119.9091,2559071002061166.5,776.3547,22667.2,69.6853,8.2292,synthetic_prototype_v1
SOL-00256,190.1004,2.5260141437696804e+16,645.4727,43114.1556,15.0,20.2499,synthetic_prototype_v1
SOL-00257,139.2619,1.8023340517376692e+16,685.6331,40154.7325,26.7102,20.0473,synthetic_prototype_v1
SOL-00258,219.4272,2077033891335388.0,697.2286,72516.4745,19.5033,13.74,synthetic_prototype_v1
SOL-00259,170.4882,8309018401675101.0,537.1316,57354.9863,18.0454,16.4137,synthetic_prototype_v1
SOL-00260,116.9825,2469743620852479.5,593.8906,85593.0137,17.3315,16.3585,synthetic_prototype_v1
SOL-00261,278.8247,2.8210186286916428e+16,742.9542,99358.2012,19.9725,15.6458,synthetic_prototype_v1
SOL-00262,257.3572,2.2952151793124422e+17,551.6657,37033.707,56.8833,9.4236,synthetic_prototype_v1
SOL-00263,182.8535,3.210251904497478e+17,558.3743,93780.4538,22.226,14.4698,synthetic_prototype_v1
SOL-00264,78.5048,5118239524399044.0,582.4365,83509.2787,48.4257,12.8645,synthetic_prototype_v1
SOL-00265,99.6459,3.042439911176176e+17,842.5395,76021.3071,66.0797,8.0,synthetic_prototype_v1
SOL-00266,121.6776,2.0504826447553904e+17,759.7072,64199.4802,17.3474,16.7463,synthetic_prototype_v1
SOL-00267,137.5261,4.030350875572068e+16,609.7695,78817.2168,32.2486,16.6456,synthetic_prototype_v1
SOL-00268,200.852,1.7297143421529158e+16,635.8547,70510.2986,30.8944,19.1043,synthetic_prototype_v1
SOL-00269,174.5801,1.3238347888299014e+16,717.1285,54349.402,29.6228,19.175,synthetic_prototype_v1
SOL-00270,135.8474,1277809361339018.8,691.3179,94640.5391,31.3514,11.7879,synthetic_prototype_v1
SOL-00271,168.5332,4128378915920541.0,527.9354,60110.1257,46.2603,10.7795,synthetic_prototype_v1
SOL-00272,128.129,2.3952296477611204e+16,776.0487,63258.0204,36.0184,22.1284,synthetic_prototype_v1
SOL-00273,296.2617,1322808131125082.8,711.9318,73437.2507,23.2857,8.0716,synthetic_prototype_v1
SOL-00274,219.7629,3044925903332517.0,896.5945,116641.3553,67.7919,8.7026,synthetic_prototype_v1
SOL-00275,216.0862,3717811061646702.0,879.6929,37713.355,32.2992,11.2881,synthetic_prototype_v1
SOL-00276,166.4963,3.577962026407328e+16,764.8353,82391.394,53.6863,13.2262,synthetic_prototype_v1
SOL-00277,261.5019,3014500795918433.5,778.2471,99247.2666,45.5435,12.276,synthetic_prototype_v1
SOL-00278,148.6055,4.141091682191165e+16,652.1577,72433.9699,15.0,23.0,synthetic_prototype_v1
SOL-00279,107.6866,2364997915228248.0,697.6299,115393.64,53.5155,9.4281,synthetic_prototype_v1
SOL-00280,195.1096,1.8756403303241622e+17,544.3634,107952.756,71.0991,8.0,synthetic_prototype_v1
SOL-00281,273.1354,3161610964772680.0,729.5454,68870.4495,23.8047,12.1097,synthetic_prototype_v1
SOL-00282,50.2669,2.020928636119253e+17,636.4955,50329.9875,62.2119,8.0,synthetic_prototype_v1
SOL-00283,51.8406,1.8217490997140976e+16,524.8557,103976.1248,68.7173,8.4761,synthetic_prototype_v1
SOL-00284,123.8521,2.7438340477857172e+16,665.615,56837.2129,16.0233,23.0,synthetic_prototype_v1
SOL-00285,56.1127,2.9697291253745856e+17,800.4701,111632.7816,38.4794,13.1127,synthetic_prototype_v1
SOL-00286,108.4849,2.6040069396543776e+16,843.884,28350.1695,65.0973,8.0,synthetic_prototype_v1
SOL-00287,195.6611,9.612492672409972e+17,743.4455,115640.2645,19.3802,13.8768,synthetic_prototype_v1
SOL-00288,161.3142,3.967448448913226e+17,886.0538,50822.3746,56.5636,8.0,synthetic_prototype_v1
SOL-00289,236.297,3572152623715793.0,519.2434,86842.1916,22.3191,10.4918,synthetic_prototype_v1
SOL-00290,179.8874,1222404225615418.0,773.2209,80087.606,45.6471,14.1377,synthetic_prototype_v1
SOL-00291,199.6292,6124467806292480.0,706.7957,77603.2996,15.0,14.4572,synthetic_prototype_v1
SOL-00292,272.5049,3.717676049167124e+16,727.6694,49895.7764,55.0916,10.6868,synthetic_prototype_v1
SOL-00293,224.944,2.1781869797400732e+16,778.4164,116454.1567,31.0567,12.6575,synthetic_prototype_v1
SOL-00294,109.9118,1.948900389905232e+16,695.1222,96360.3744,20.113,19.88,synthetic_prototype_v1
SOL-00295,130.1228,5265270191838201.0,681.3144,26755.3432,67.4217,10.4789,synthetic_prototype_v1
SOL-00296,160.2345,1.2802712176441604e+16,757.7763,40917.0166,37.26,20.9042,synthetic_prototype_v1
SOL-00297,214.8557,1.2453334792830022e+17,666.6678,45635.1343,19.384,16.9445,synthetic_prototype_v1
SOL-00298,212.6986,9.017710248932885e+16,892.8819,93133.755,38.7829,14.2641,synthetic_prototype_v1
SOL-00299,83.7595,3.910832411608983e+16,663.1083,86737.058,41.3315,15.6178,synthetic_prototype_v1
SOL-00300,246.7311,2.765330547382892e+17,603.2486,78123.9595,62.4047,8.0,synthetic_prototype_v1
SOL-00301,295.5361,3415414297642222.5,603.534,24984.3544,39.7886,10.9441,synthetic_prototype_v1
SOL-00302,125.2372,7301751438342572.0,653.9179,39528.7479,44.1698,16.968,synthetic_prototype_v1
SOL-00303,212.2873,6.3447522347791144e+16,687.996,75365.6742,47.1782,14.1822,synthetic_prototype_v1
SOL-00304,166.6803,4.798678872249896e+16,555.0539,99027.5267,21.687,15.0001,synthetic_prototype_v1
SOL-00305,117.0213,2.8375711898917508e+16,524.3387,112798.34,26.7597,15.9501,synthetic_prototype_v1
SOL-00306,153.5884,9319328453811622.0,826.1063,116693.5041,52.8111,13.0091,synthetic_prototype_v1
SOL-00307,228.8518,1215841371087641.2,790.9234,20225.8579,50.0482,12.9748,synthetic_prototype_v1
SOL-00308,168.7192,2099411389979133.5,863.2166,81262.1479,39.1015,9.699,synthetic_prototype_v1
SOL-00309,80.1638,5.977654841696492e+16,576.2079,53516.1249,43.6877,14.1463,synthetic_prototype_v1
SOL-00310,87.6682,6.24576251882102e+16,652.9793,108264.2384,71.2978,8.0,synthetic_prototype_v1
SOL-00311,166.5331,9686065424288486.0,631.1246,67959.5195,25.3102,17.0193,synthetic_prototype_v1
SOL-00312,133.5898,1169396967071560.5,777.2552,83537.6651,69.6828,8.0924,synthetic_prototype_v1
SOL-00313,213.1468,5.879900155898814e+16,866.0983,55617.2771,74.9114,8.0,synthetic_prototype_v1
SOL-00314,153.8101,1.1733091099046932e+16,690.6931,95202.1542,15.0,22.8,synthetic_prototype_v1
SOL-00315,233.0472,2.4190654518241686e+17,645.7158,83193.2722,15.1199,13.4147,synthetic_prototype_v1
SOL-00316,126.4501,9.880248179182118e+17,772.3865,87036.4865,57.3154,9.4414,synthetic_prototype_v1
SOL-00317,113.4161,2.916348437142953e+17,569.5307,106466.5338,59.8248,10.4923,synthetic_prototype_v1
SOL-00318,131.8388,1.0181881335925014e+17,678.6314,70024.9734,28.0039,20.4755,synthetic_prototype_v1
SOL-00319,110.6207,1306675666914770.8,683.1844,99916.4362,28.818,13.6615,synthetic_prototype_v1
SOL-00320,257.1931,5.011057831664536e+16,787.6062,40940.1896,24.1376,13.3908,synthetic_prototype_v1
SOL-00321,187.3095,5.041441518391494e+17,630.5381,92826.5945,29.8454,12.9305,synthetic_prototype_v1
SOL-00322,85.7519,2.910237916216884e+16,606.1466,94417.4739,62.9915,8.0,synthetic_prototype_v1
SOL-00323,258.065,7467084351718415.0,684.3045,30707.0573,47.6868,13.8256,synthetic_prototype_v1
SOL-00324,171.3957,3.011956332662031e+17,676.3917,65102.2029,38.3031,17.0721,synthetic_prototype_v1
SOL-00325,142.3182,2.6421253569652776e+16,863.9908,92688.4657,74.532,8.8414,synthetic_prototype_v1
SOL-00326,271.6007,3857081052751797.5,538.8851,59311.3283,33.7451,8.0,synthetic_prototype_v1
SOL-00327,80.9815,1.1470001882065816e+16,661.7791,82886.5477,48.5132,13.5145,synthetic_prototype_v1
SOL-00328,166.2535,2.8861190030793914e+17,782.7113,64836.2161,68.8894,8.0,synthetic_prototype_v1
SOL-00329,275.6225,4379801866946651.0,606.3798,39314.3832,18.6338,12.6657,synthetic_prototype_v1
SOL-00330,268.771,1174554518717334.2,627.5453,34133.8093,69.0625,8.0,synthetic_prototype_v1
SOL-00331,51.0019,9.474110492673333e+16,804.0275,35451.49,51.9712,12.102,synthetic_prototype_v1
SOL-00332,120.2241,2.065137287446115e+16,895.9077,60884.7233,73.6756,8.0,synthetic_prototype_v1
SOL-00333,141.6521,1697915153607147.2,640.6238,53432.5862,51.1735,12.9477,synthetic_prototype_v1
SOL-00334,121.4505,2.546046387686234e+16,762.6429,60477.2508,23.6619,19.3356,synthetic_prototype_v1
SOL-00335,82.1631,5.955344512626126e+16,756.9312,63859.118,18.3177,17.0476,synthetic_prototype_v1
SOL-00336,178.7833,2.1958208006777616e+16,588.8256,42447.1086,66.1862,8.0,synthetic_prototype_v1
SOL-00337,243.5804,9148811017730076.0,764.9075,88812.5613,29.9474,12.926,synthetic_prototype_v1
SOL-00338,164.6402,2850960015064358.5,819.7863,44950.0197,56.1806,10.5953,synthetic_prototype_v1
SOL-00339,254.1422,9.607371574139526e+16,571.2984,77713.744,56.8721,8.0,synthetic_prototype_v1
SOL-00340,254.5568,9050978984823616.0,719.7638,103202.9254,18.5771,13.7276,synthetic_prototype_v1
SOL-00341,207.237,1.9964538087393956e+16,570.9335,72476.2336,31.4395,13.5098,synthetic_prototype_v1
SOL-00342,159.1669,8.863945553358706e+16,674.2759,105603.3022,62.5428,8.0,synthetic_prototype_v1
SOL-00343,277.3881,3.99040340673589e+17,783.1301,92316.0594,42.0651,13.7073,synthetic_prototype_v1
SOL-00344,67.285,3660852036446798.5,607.2315,24629.5162,57.9056,8.0,synthetic_prototype_v1
SOL-00345,273.8761,4249115238580365.0,718.7267,110314.5685,34.3666,12.4263,synthetic_prototype_v1
SOL-00346,134.7559,6.426777012831279e+16,720.0508,33229.3892,17.0967,20.597,synthetic_prototype_v1
SOL-00347,141.4448,1.1928940409132264e+16,600.8146,65721.4671,36.94,16.6353,synthetic_prototype_v1
SOL-00348,80.0277,1.714391018132601e+17,538.3593,85322.4305,19.2244,11.7182,synthetic_prototype_v1
SOL-00349,159.0341,1.3505193824473427e+17,713.0121,85173.4475,37.9281,19.3656,synthetic_prototype_v1
SOL-00350,135.0886,6380540505339350.0,660.4687,70487.5929,30.3671,16.7152,synthetic_prototype_v1
SOL-00351,62.9905,8.786776340780182e+17,765.2952,26509.7755,45.6282,12.2021,synthetic_prototype_v1
SOL-00352,179.022,4667758559357414.0,518.3748,46471.5218,62.4028,8.0,synthetic_prototype_v1
SOL-00353,144.5795,2190053878801582.5,542.3283,116191.5256,18.6256,11.7607,synthetic_prototype_v1
SOL-00354,197.7289,6548405544307954.0,643.124,82285.917,24.4243,15.4488,synthetic_prototype_v1
SOL-00355,82.7888,9222889697443962.0,561.8896,42682.3438,68.6153,10.6796,synthetic_prototype_v1
SOL-00356,156.7694,8919145459545809.0,691.9597,98004.6331,15.0,22.3571,synthetic_prototype_v1
SOL-00357,66.7917,9.860991235054482e+16,624.6233,21921.6805,54.4383,11.8903,synthetic_prototype_v1
SOL-00358,155.9148,1.883685931360355e+16,717.2936,48388.3488,15.0,23.0,synthetic_prototype_v1
SOL-00359,85.968,2054710540542236.0,795.9774,95593.7417,61.6753,8.0,synthetic_prototype_v1
SOL-00360,207.9071,5.970471950431544e+16,519.5735,26327.1551,59.5825,9.7871,synthetic_prototype_v1
SOL-00361,239.7096,2.3455331289402304e+16,824.9106,40444.5641,33.0082,10.6154,synthetic_prototype_v1
SOL-00362,65.1577,1.8834110177376468e+16,827.5771,69946.9502,45.9845,13.7816,synthetic_prototype_v1
SOL-00363,279.7058,8792244180272898.0,777.7532,61550.2462,64.6585,9.5683,synthetic_prototype_v1
SOL-00364,164.7289,1.5250278987868316e+16,740.8351,39687.1009,46.6255,17.4953,synthetic_prototype_v1
SOL-00365,157.8357,1.2663798875714798e+16,660.4635,95276.2337,18.6795,21.2095,synthetic_prototype_v1
SOL-00366,54.4172,6712822337684192.0,814.0825,102695.4819,26.6094,11.7156,synthetic_prototype_v1
SOL-00367,130.1789,3.711110469036348e+16,564.1859,42262.3364,30.7806,15.3582,synthetic_prototype_v1
SOL-00368,92.4946,4.01838813939749e+17,815.8606,115896.217,34.757,10.9944,synthetic_prototype_v1
SOL-00369,286.38,2.8817437867285616e+17,730.1414,58153.0171,54.1002,10.3984,synthetic_prototype_v1
SOL-00370,68.9669,1.6768014585942285e+17,666.2576,80792.7044,34.456,16.052,synthetic_prototype_v1
SOL-00371,85.399,3.027081011599178e+17,772.0243,103198.2274,71.2344,8.3896,synthetic_prototype_v1
SOL-00372,195.6112,1.831197127496266e+16,568.2147,56097.6637,40.056,16.6265,synthetic_prototype_v1
SOL-00373,150.3804,1.4017412715163594e+16,761.7973,73747.8599,39.8654,16.9508,synthetic_prototype_v1
SOL-00374,249.1761,4.190205312989994e+16,695.6428,57636.2342,30.2182,13.0836,synthetic_prototype_v1
SOL-00375,57.7232,3.312615469013865e+17,623.5878,101586.0593,19.9889,12.7441,synthetic_prototype_v1
SOL-00376,66.5996,2.5235706041536877e+17,622.1384,112083.3296,19.737,13.6231,synthetic_prototype_v1
SOL-00377,154.8181,1050161427334231.0,588.0406,73707.7356,59.3915,9.5793,synthetic_prototype_v1
SOL-00378,122.7295,3057365590001799.0,558.1351,83699.0381,49.136,9.4919,synthetic_prototype_v1
SOL-00379,164.1368,2127225341605001.2,763.7143,58586.0976,29.1478,13.925,synthetic_prototype_v1
SOL-00380,180.9826,2.041642093784031e+16,768.953,58972.598,32.4305,16.312,synthetic_prototype_v1
SOL-00381,143.3795,1.6118285634427928e+16,704.8155,56075.3927,26.1251,23.0,synthetic_prototype_v1
SOL-00382,82.7226,5622898733526984.0,506.7305,97669.4073,66.2958,8.0,synthetic_prototype_v1
SOL-00383,124.0749,1617457974267322.0,803.3023,43972.2031,71.2828,8.0099,synthetic_prototype_v1
SOL-00384,124.3493,2.045989799472916e+17,715.0816,79321.6278,15.8765,18.3051,synthetic_prototype_v1
SOL-00385,236.6974,6.38077529197769e+17,682.2124,86613.1364,23.3342,12.5404,synthetic_prototype_v1
SOL-00386,210.9663,3.009632029984095e+16,885.0775,90140.6862,22.7968,8.0,synthetic_prototype_v1
SOL-00387,176.6618,6398178431231874.0,719.7693,80507.9024,15.0,20.9417,synthetic_prototype_v1
SOL-00388,132.0903,3041844776235720.0,671.7694,91049.9497,17.0828,16.7745,synthetic_prototype_v1
SOL-00389,280.1665,2.5242881041704675e+17,791.2137,43111.2944,30.102,12.4812,synthetic_prototype_v1
SOL-00390,149.1079,7573105704965468.0,696.4822,84685.0791,27.3884,20.2863,synthetic_prototype_v1
SOL-00391,224.5302,5776612873574510.0,668.2935,112387.5039,33.7735,13.5912,synthetic_prototype_v1
SOL-00392,211.2048,6.321495660906889e+16,871.4113,90638.788,16.6045,12.3118,synthetic_prototype_v1
SOL-00393,130.5749,2.6936889760105148e+16,726.5203,90521.2466,29.1408,22.4963,synthetic_prototype_v1
SOL-00394,124.7771,7.101238393695866e+16,709.4061,72523.22,31.2406,21.3637,synthetic_prototype_v1
SOL-00395,135.572,1.1848713853000912e+17,749.7579,46788.3328,26.3196,18.1552,synthetic_prototype_v1
SOL-00396,142.086,2338365085597798.0,589.4971,72279.1331,46.5392,10.0714,synthetic_prototype_v1
SOL-00397,146.1016,8916611733526681.0,676.0117,89814.888,15.0,20.639,synthetic_prototype_v1
SOL-00398,225.2872,8477305361312494.0,784.3086,68681.0801,15.0,15.1125,synthetic_prototype_v1
SOL-00399,220.647,6.118333361932583e+16,681.7847,114378.4752,53.0014,14.8169,synthetic_prototype_v1
SOL-00400,220.1047,8217392585298963.0,687.7781,104563.1368,67.1854,8.0814,synthetic_prototype_v1
SOL-00401,106.1251,3.693107836011121e+16,695.5483,79872.7761,31.0957,20.0214,synthetic_prototype_v1
SOL-00402,104.7142,7911056467871466.0,821.7977,43889.095,15.9565,16.3066,synthetic_prototype_v1
SOL-00403,281.4217,6677766511860028.0,789.5889,99275.0828,40.1843,12.5354,synthetic_prototype_v1
SOL-00404,177.2335,6.2600112011363224e+16,827.3996,29019.6957,58.2633,8.0,synthetic_prototype_v1
SOL-00405,60.0634,9156978349400532.0,578.1973,97579.8777,63.9272,8.0,synthetic_prototype_v1
SOL-00406,54.4592,1.303568266029214e+16,877.579,28350.0915,47.8669,12.771,synthetic_prototype_v1
SOL-00407,91.152,1.829244174181687e+17,760.0849,97992.9261,64.078,8.0,synthetic_prototype_v1
SOL-00408,124.2171,4.332984134530403e+17,852.0224,21493.6944,49.1665,11.1296,synthetic_prototype_v1
SOL-00409,74.988,1.7331870611196992e+17,650.9878,63507.0144,27.0867,15.7292,synthetic_prototype_v1
SOL-00410,205.448,1485623852498152.5,797.5398,37803.8908,46.4009,10.4411,synthetic_prototype_v1
SOL-00411,205.6772,2.580169403535755e+17,835.915,108537.0898,35.2145,11.3488,synthetic_prototype_v1
SOL-00412,214.9966,1.966277928937136e+16,653.0842,46461.6576,65.6271,10.286,synthetic_prototype_v1
SOL-00413,283.2252,1.832665507920693e+17,561.0775,60560.65,22.3826,10.7974,synthetic_prototype_v1
SOL-00414,208.5586,3.0230997216225176e+16,887.565,97339.8762,36.6998,10.1994,synthetic_prototype_v1
SOL-00415,72.4383,9.034144610935461e+16,756.7253,119729.7276,43.2028,15.2996,synthetic_prototype_v1
SOL-00416,216.4212,7564978873367327.0,518.85,62863.465,38.3323,13.934,synthetic_prototype_v1
SOL-00417,62.8548,2.4399729652872458e+17,560.3679,63726.1576,62.3904,8.0,synthetic_prototype_v1
SOL-00418,184.0501,2.2927681287575984e+17,829.3169,88599.906,37.6021,13.4115,synthetic_prototype_v1
SOL-00419,158.8485,9462133242986500.0,693.7935,82596.5568,15.0,21.2477,synthetic_prototype_v1
SOL-00420,237.4264,1595364863570425.0,729.5613,116230.4534,34.645,9.7872,synthetic_prototype_v1
SOL-00421,72.2322,9.263655714891384e+16,544.9479,61704.4933,39.3736,11.8925,synthetic_prototype_v1
SOL-00422,250.1459,7.060071977364957e+17,764.2635,44168.1133,22.5712,10.9944,synthetic_prototype_v1
SOL-00423,188.7995,4570674750661171.0,826.9558,92952.9037,18.8241,13.4694,synthetic_prototype_v1
SOL-00424,163.5775,8.156195239253726e+16,752.8486,40347.6412,27.7512,20.7907,synthetic_prototype_v1
SOL-00425,272.4748,1.5040099318301494e+17,652.2652,66451.2869,46.0277,12.8479,synthetic_prototype_v1
SOL-00426,213.0644,9566616521283598.0,755.7628,57523.3642,47.6322,14.5842,synthetic_prototype_v1
SOL-00427,92.8228,2.1382871646274387e+17,525.7396,72056.0874,30.9121,10.6081,synthetic_prototype_v1
SOL-00428,64.9561,9348034612163932.0,821.3398,45849.3474,25.5569,15.0509,synthetic_prototype_v1
SOL-00429,287.1614,1.0743115156246464e+16,606.6423,98775.5924,38.2681,9.5921,synthetic_prototype_v1
SOL-00430,155.6835,1317728003135160.8,625.679,76067.0769,57.59,8.8984,synthetic_prototype_v1
SOL-00431,191.6052,1113633021369893.6,564.4348,107365.8732,65.93,8.0,synthetic_prototype_v1
SOL-00432,114.1804,6714231347735579.0,670.321,30528.5142,31.7155,15.4786,synthetic_prototype_v1
SOL-00433,256.8602,7.425495566252918e+16,808.643,67313.0046,30.915,12.4794,synthetic_prototype_v1
SOL-00434,61.8431,3.912154794717624e+17,705.7047,51089.3927,55.9998,10.4322,synthetic_prototype_v1
SOL-00435,267.8523,2619341654083598.0,803.0458,69537.0073,35.7307,13.2175,synthetic_prototype_v1
SOL-00436,159.1793,2.522435696105338e+16,696.1594,89421.706,30.3119,22.6747,synthetic_prototype_v1
SOL-00437,82.7262,1.4093921189731516e+16,712.0022,54772.856,21.3079,17.6887,synthetic_prototype_v1
SOL-00438,251.1911,4.4141965167990534e+17,761.2254,47666.4064,17.1551,13.5946,synthetic_prototype_v1
SOL-00439,55.8069,1.3803689558050696e+16,514.9339,60352.0142,63.9533,8.0,synthetic_prototype_v1
SOL-00440,118.8518,1.4232498507503206e+16,582.3776,61317.3165,33.1339,14.4281,synthetic_prototype_v1
SOL-00441,128.9823,1.133006898639162e+16,575.5783,117283.5948,43.1606,14.3235,synthetic_prototype_v1
SOL-00442,183.4764,4027764222237984.5,595.9713,20127.3746,23.0099,13.5455,synthetic_prototype_v1
SOL-00443,285.8456,1345890576115818.0,544.6464,30919.4747,74.8797,10.2341,synthetic_prototype_v1
SOL-00444,136.1602,2053071445657866.5,681.2104,108668.2106,21.4981,13.8385,synthetic_prototype_v1
SOL-00445,292.7212,1.2938525453043474e+16,660.608,41623.8299,41.4905,12.3364,synthetic_prototype_v1
SOL-00446,81.7338,4.95957358307941e+16,894.1184,20636.1972,44.1718,11.4515,synthetic_prototype_v1
SOL-00447,70.6825,5.319672030214407e+16,610.8521,82285.0949,72.4115,8.0,synthetic_prototype_v1
SOL-00448,160.2418,2.0944063424677844e+16,640.8925,83615.1211,24.9268,21.1792,synthetic_prototype_v1
SOL-00449,180.8552,6.947183307670546e+16,724.8823,69774.7248,23.2005,20.4667,synthetic_prototype_v1
SOL-00450,84.9421,5.051660502686979e+16,736.5951,80219.4921,55.6545,12.3852,synthetic_prototype_v1
SOL-00451,121.18,1.7034305063734098e+16,818.4595,32749.7091,32.6974,16.974,synthetic_prototype_v1
SOL-00452,195.7699,4.666401433507214e+16,673.2331,40531.712,41.4496,16.9116,synthetic_prototype_v1
SOL-00453,131.9519,4395783665240829.5,865.5324,37965.3227,74.4015,8.2471,synthetic_prototype_v1
SOL-00454,234.211,1.0065799966343971e+17,709.575,60977.4754,42.7449,16.1877,synthetic_prototype_v1
SOL-00455,241.2497,5469442419364907.0,854.2652,69995.746,57.3005,10.2652,synthetic_prototype_v1
SOL-00456,189.3959,7.534394755216931e+16,537.0511,21955.275,38.7008,14.3956,synthetic_prototype_v1
SOL-00457,218.5488,3.0918138774237456e+16,608.3452,32083.4626,46.1227,12.6125,synthetic_prototype_v1
SOL-00458,298.7061,9.16139480583664e+16,641.9648,53555.7697,30.0151,12.1731,synthetic_prototype_v1
